EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR
8,49,0,0,0,1,1,0,0,12,0,680.017,4
9,48,0,0,0,1,1,0,0,12,0,675.926,5
10,48,1,0,0,1,1,0,0,12,0,696.885,6
11,48,0,0,0,1,1,0,0,12,0,690.975,7
11,47,1,1,0,0,1,0,1,10,0,599.146,1
12,48,1,1,0,0,1,0,1,10,0,638.012,2
13,48,1,1,0,0,1,0,1,10,0,656.526,3
14,49,1,1,0,0,1,0,1,10,0,673.34,4
15,48,1,1,0,0,1,0,0,10,0,674.524,5
16,48,1,1,0,0,1,0,1,10,0,684.588,6
17,46,1,1,0,0,1,0,1,10,0,674.524,7
15,41,1,1,1,0,1,0,1,10,0,650.429,1
16,42,1,1,1,0,1,0,1,10,0,647.389,2
17,47,1,1,1,0,1,0,1,10,0,656.386,3
18,47,1,1,1,0,1,0,1,10,0,675.11,4
19,48,1,1,1,0,1,0,1,10,0,688.755,5
20,38,1,1,1,0,1,0,1,10,0,699.485,6
21,40,1,1,1,0,1,0,1,10,0,708.423,7
13,49,1,0,1,1,1,0,0,12,0,686.485,1
14,49,1,0,1,1,1,0,0,12,0,690.575,2
15,49,1,0,1,1,1,0,0,12,0,702.554,3
16,49,1,0,1,1,1,0,0,12,0,715.07,4
17,49,1,0,1,1,1,0,0,12,0,724.423,5
18,47,0,0,1,0,1,0,0,12,0,695.94,6
19,46,1,0,1,0,1,0,0,12,0,744.132,7
28,50,0,0,0,1,1,0,0,16,0,690.575,1
29,50,0,0,0,1,1,0,0,16,0,690.575,2
30,49,0,0,0,1,1,0,0,16,0,746.737,3
31,49,0,0,0,1,1,0,0,16,0,769.621,4
32,49,0,0,0,1,1,0,0,16,0,760.09,5
33,49,0,0,0,1,1,0,0,16,0,791.936,6
34,48,0,0,0,1,1,0,0,16,0,791.936,7
4,50,0,0,1,1,1,0,0,13,0,628.786,1
5,49,0,0,1,1,1,0,0,13,0,620.456,2
6,51,0,0,1,1,1,0,0,13,0,624.417,3
7,50,0,0,1,1,1,0,0,13,0,632.794,4
8,50,0,0,1,1,1,0,0,13,0,653.669,5
9,49,0,0,1,1,1,0,0,13,0,655.108,6
10,49,0,0,1,1,1,0,0,13,0,662.007,7
36,49,1,1,0,0,1,0,0,12,0,680.239,1
37,46,1,1,0,0,1,0,0,12,0,682.979,2
38,50,1,1,0,0,1,0,0,12,0,698.472,3
39,49,1,1,0,0,1,0,0,12,0,700.307,4
40,48,1,1,0,0,1,0,0,12,0,670.808,5
41,47,1,1,0,0,1,0,0,12,0,696.13,6
42,47,1,1,0,0,1,0,0,12,0,696.035,7
27,48,0,1,0,0,1,0,0,12,0,661.607,1
28,48,0,1,0,0,1,0,0,12,0,657.647,2
29,47,0,1,0,0,1,0,0,12,0,668.461,3
30,47,0,1,0,0,1,0,0,12,0,674.288,4
31,48,0,1,0,0,1,0,0,12,0,703.615,5
32,47,0,1,0,0,1,0,0,12,0,702.465,6
33,48,0,1,0,0,1,0,0,12,0,722.621,7
10,30,1,1,0,0,1,0,1,12,0,606.611,1
11,50,1,1,0,0,1,0,1,12,0,618.826,2
12,50,1,1,0,0,1,0,1,12,0,631.173,3
13,50,1,1,0,0,1,0,1,12,0,655.678,4
14,50,1,1,0,0,1,0,1,12,0,655.393,5
15,50,1,1,0,0,1,0,1,12,0,675.227,6
16,50,1,1,0,0,1,0,1,12,0,692.166,7
16,49,1,1,0,0,1,0,1,12,0,619.644,1
17,48,1,1,0,0,1,0,1,12,0,626.53,2
18,41,1,1,0,0,1,0,1,12,0,636.475,3
19,49,1,1,0,0,1,0,1,12,0,643.935,4
20,47,1,1,0,0,1,0,1,12,0,654.391,5
21,48,1,1,0,0,1,0,1,12,0,661.473,6
22,47,1,1,0,0,1,0,1,12,0,671.659,7
22,48,0,0,0,1,0,1,1,12,0,633.328,1
23,48,0,0,0,1,0,1,1,12,0,661.473,2
24,48,0,0,0,1,0,1,1,12,0,673.459,3
25,46,0,0,0,1,0,1,1,12,0,677.422,4
26,47,0,0,0,1,0,1,1,12,0,686.485,5
27,47,0,0,0,1,0,1,1,12,0,697.073,6
28,47,0,0,0,1,0,1,1,12,0,704.752,7
30,50,1,1,0,0,1,0,1,8,0,644.572,1
31,47,1,1,0,0,1,0,0,8,0,633.328,2
32,48,1,1,0,1,1,0,0,8,0,639.693,3
33,48,1,1,0,1,1,0,1,8,0,648.158,4
34,39,1,1,0,1,1,0,1,8,0,659.167,5
35,50,1,1,0,1,1,0,1,8,0,659.304,6
36,50,1,1,0,1,0,0,1,8,0,677.878,7
12,49,1,0,1,0,1,0,0,12,0,642.972,1
13,48,1,0,1,0,1,0,0,12,0,643.133,2
14,34,1,0,1,0,1,0,1,12,0,659.441,3
15,47,1,0,1,0,1,0,1,12,0,671.174,4
16,48,1,0,1,0,1,0,1,12,0,674.524,5
17,47,1,0,1,0,1,0,1,12,0,687.73,6
18,48,1,0,1,0,1,0,1,12,0,680.239,7
11,50,1,1,1,1,1,0,0,12,1,649.224,1
12,50,1,1,1,1,1,0,0,12,1,621.461,2
13,50,1,1,1,1,1,0,0,12,1,672.743,3
14,49,1,1,1,1,1,0,0,12,1,666.568,4
15,48,0,1,1,1,0,0,0,12,1,630.992,5
16,50,0,1,1,1,0,0,0,12,1,621.461,6
17,50,0,1,1,1,0,0,0,12,1,621.461,7
35,49,0,0,0,1,0,1,0,16,0,630.992,1
36,50,0,0,0,1,0,1,0,16,0,630.992,2
37,49,0,0,0,1,0,1,0,16,0,630.992,3
38,50,0,0,0,1,0,1,0,16,0,630.992,4
39,50,0,0,0,1,0,1,0,16,0,655.108,5
40,50,0,0,0,1,0,1,0,16,0,662.007,6
41,50,0,0,0,1,0,1,0,16,0,674.524,7
33,51,1,0,0,0,1,0,0,12,0,614.633,1
34,51,1,0,0,0,1,0,0,12,0,625.383,2
35,51,1,0,0,0,1,0,0,12,0,630.992,3
36,47,1,0,0,0,1,0,0,12,0,635.089,4
37,49,1,0,0,0,1,0,0,12,0,646.147,5
38,47,0,0,0,0,1,0,0,12,0,650.279,6
39,47,1,0,0,0,1,0,0,12,0,659.715,7
9,49,0,1,0,1,1,0,0,14,0,653.669,1
10,49,0,1,0,1,1,0,0,14,0,655.108,2
11,49,0,1,0,1,1,0,0,14,0,665.929,3
12,48,0,1,0,1,1,0,0,14,0,682.979,4
13,46,0,1,0,1,1,0,0,14,0,685.646,5
14,46,0,1,0,1,1,0,0,14,0,695.655,6
15,48,0,1,0,1,1,0,0,14,0,713.09,7
11,36,0,0,0,1,1,0,1,17,0,622.456,1
12,36,0,0,0,1,1,0,1,17,0,630.992,2
13,37,0,0,0,1,1,0,1,17,0,647.697,3
14,38,0,0,0,1,1,0,1,17,0,667.834,4
15,35,0,0,0,1,1,0,1,17,0,677.992,5
16,35,0,0,0,1,1,0,1,17,0,680.461,6
17,36,0,0,0,1,1,0,1,17,0,685.646,7
2,50,1,1,1,1,1,0,0,13,0,575.257,1
3,50,1,1,1,1,1,0,0,13,0,585.793,2
4,49,1,1,1,1,1,0,0,13,0,607.535,3
5,49,1,1,1,1,1,0,0,13,0,851.719,4
6,51,1,1,1,1,1,0,0,13,0,651.471,5
7,49,1,1,1,1,1,0,0,13,0,658.617,6
8,48,1,1,1,1,1,0,0,13,0,670.319,7
11,50,1,0,1,1,1,0,1,9,0,616.331,1
12,51,1,0,1,1,1,0,1,9,0,626.34,2
13,51,1,0,1,1,1,0,1,9,0,635.437,3
14,51,1,0,1,1,1,0,1,9,0,643.775,4
15,51,1,0,1,1,1,0,1,9,0,647.697,5
16,51,1,0,1,1,1,0,1,9,0,655.108,6
17,51,1,0,1,1,1,0,0,9,0,640.853,7
18,50,0,0,0,1,1,0,0,16,0,690.575,1
19,49,0,0,0,1,1,0,0,16,0,690.575,2
20,49,0,0,0,1,1,0,0,16,0,725.134,3
21,49,0,0,0,1,1,0,0,16,0,725.134,4
22,50,0,0,0,1,1,0,0,16,0,690.776,5
23,47,0,0,0,1,1,0,0,16,0,723.634,6
24,48,0,0,0,1,1,0,0,16,0,727.24,7
18,50,1,0,0,0,1,0,0,12,0,649.527,1
19,50,1,0,0,0,1,0,0,12,0,660.394,2
20,50,0,0,0,0,1,0,0,12,0,670.073,3
21,49,1,0,0,0,1,0,0,12,0,658.617,4
22,49,1,0,0,0,1,0,0,12,0,641.836,5
23,49,1,0,0,0,1,0,0,12,0,621.461,6
24,49,1,0,0,0,1,0,0,12,0,662.007,7
3,47,1,1,0,0,1,0,1,8,0,645.047,1
4,52,1,1,0,0,1,0,1,8,0,667.203,2
5,50,1,1,0,0,1,0,1,8,0,656.386,3
6,47,1,1,0,0,1,0,1,8,0,660.665,4
7,49,1,1,0,0,1,0,1,8,0,683.518,5
8,47,1,1,0,0,1,0,1,8,0,686.171,6
9,51,1,1,0,0,1,0,1,8,0,706.987,7
27,46,1,1,0,1,1,0,1,11,0,648.158,1
28,48,1,1,0,1,1,0,1,11,0,655.393,2
29,46,1,1,0,1,1,0,1,11,0,661.874,3
30,46,1,1,0,1,1,0,1,11,0,675.693,4
31,46,1,1,0,1,1,0,1,11,0,687.626,5
32,40,1,1,0,1,1,0,1,11,0,699.026,6
33,42,1,1,0,1,1,0,1,11,0,707.496,7
18,48,1,1,0,0,1,0,1,9,0,600.389,1
19,44,1,1,0,0,1,0,1,9,0,610.925,2
20,41,1,1,0,0,1,0,0,9,0,623.441,3
21,33,1,1,0,0,1,0,0,9,0,603.548,4
22,51,1,1,0,0,1,0,0,9,0,611.589,5
23,38,1,1,0,0,1,0,0,9,0,619.441,6
24,51,1,1,0,0,1,0,0,9,0,627.099,7
13,50,1,1,0,0,1,0,1,12,0,633.15,1
14,49,1,1,0,0,1,0,1,12,0,639.359,2
15,36,1,1,0,0,1,0,1,12,0,648.464,3
16,49,1,1,0,0,1,0,1,12,0,656.948,4
17,49,1,1,0,0,1,0,1,12,0,670.319,5
18,49,1,1,0,0,1,0,1,12,0,679.01,6
19,48,1,1,0,0,1,0,1,12,0,687.626,7
5,50,1,0,1,0,1,0,0,12,0,641.182,1
6,50,1,0,1,0,1,0,0,12,0,656.526,2
7,33,1,0,1,0,1,0,1,12,0,659.987,3
8,49,1,0,1,0,1,0,1,12,0,669.084,4
9,49,1,0,1,0,1,0,1,12,0,684.055,5
10,42,1,0,1,0,1,0,1,12,0,693.731,6
11,49,1,0,1,0,1,0,1,12,0,703.615,7
14,36,1,1,0,1,1,0,1,14,0,657.508,1
15,49,0,1,0,1,1,0,1,14,0,665.157,2
16,47,0,1,0,1,1,0,1,14,0,675.577,3
17,49,0,1,0,1,1,0,1,14,0,684.055,4
18,48,0,1,0,1,1,0,1,14,0,690.675,5
19,49,1,1,0,1,1,0,1,14,0,668.336,6
20,49,0,1,0,1,1,0,1,14,0,706.133,7
8,50,0,0,0,0,1,0,0,16,0,622.258,1
9,50,0,0,0,0,1,0,0,16,0,634.564,2
10,50,0,0,0,0,1,0,0,16,0,642.972,3
11,49,0,0,0,0,1,0,0,16,0,649.224,4
12,48,0,0,0,0,1,0,0,16,0,663.595,5
13,48,0,0,0,0,1,0,0,16,0,665.929,6
14,46,0,0,0,0,1,0,0,16,0,713.09,7
10,49,1,1,0,0,1,0,0,12,0,630.262,1
11,50,1,0,0,0,1,0,1,12,0,635.611,2
12,44,1,0,0,0,1,0,1,12,0,641.51,3
13,50,1,0,0,0,1,0,1,12,0,649.224,4
14,50,1,0,0,0,1,0,1,12,0,662.407,5
15,49,1,0,0,0,1,0,1,12,0,679.571,6
16,50,1,0,0,0,1,0,1,12,0,697.541,7
10,36,0,0,0,1,1,0,0,17,0,570.711,1
11,47,0,0,0,0,1,0,0,17,0,639.693,2
12,36,0,0,0,0,1,0,0,17,0,639.693,3
13,47,0,0,0,0,1,0,0,17,0,663.463,4
14,48,0,0,0,0,1,0,0,17,0,662.007,5
15,38,0,0,0,0,1,0,0,17,0,668.461,6
16,48,0,0,0,0,1,0,0,17,0,682.979,7
30,51,0,1,0,0,1,0,0,17,0,690.575,1
31,52,0,1,0,1,1,0,0,17,0,690.575,2
32,49,0,1,0,0,1,0,0,17,0,767.322,3
33,50,0,1,0,0,1,0,0,17,0,775.148,4
34,49,0,1,0,0,1,0,0,17,0,781.883,5
35,50,0,1,0,0,1,0,0,17,0,760.09,6
36,50,0,1,0,0,1,0,0,17,0,790.397,7
12,43,1,0,0,0,1,0,0,12,0,599.146,1
13,51,1,0,0,0,1,0,0,12,0,590.263,2
14,35,1,0,0,0,0,0,0,12,0,655.108,3
15,36,1,0,0,0,0,0,0,12,0,649.979,4
16,50,1,0,0,0,1,0,0,12,0,621.461,5
17,48,1,1,0,0,1,0,0,12,0,668.461,6
18,26,1,0,0,0,1,0,0,12,0,621.461,7
10,38,0,1,0,1,1,0,0,15,0,635.437,1
11,49,0,1,0,1,1,0,0,15,0,647.697,2
12,52,0,1,0,1,1,0,0,15,0,674.524,3
13,48,1,1,0,1,1,0,1,15,0,655.108,4
14,27,0,1,0,1,1,0,0,15,0,680.239,5
15,50,0,1,0,1,1,0,0,15,0,657.925,6
16,49,0,1,0,1,1,0,0,15,0,690.776,7
24,47,1,1,1,1,1,0,1,12,0,650.129,1
25,47,1,1,1,1,1,0,1,12,0,657.368,2
26,44,1,1,1,1,1,0,1,12,0,665.544,3
27,47,1,1,1,1,1,0,1,12,0,675.344,4
28,47,1,1,1,1,1,0,1,12,0,684.801,5
29,47,1,1,1,1,1,0,1,12,0,694.312,6
30,40,1,1,1,1,1,0,1,12,0,703.527,7
20,50,1,1,1,1,1,0,0,6,1,609.131,1
21,48,1,1,1,1,1,0,0,6,1,623.637,2
22,50,1,1,1,1,1,0,0,6,1,627.099,3
23,50,1,1,1,1,1,0,0,6,1,647.697,4
24,46,1,1,1,1,1,0,0,6,1,659.578,5
25,51,1,1,1,1,1,0,0,6,1,644.572,6
26,46,1,1,1,1,1,0,0,6,1,677.992,7
6,49,1,1,1,1,1,0,1,12,0,604.025,1
7,50,1,1,1,1,1,0,1,12,0,620.658,2
8,50,1,1,1,1,1,0,1,12,0,627.288,3
9,50,0,1,1,1,1,0,1,12,0,639.693,4
10,50,0,1,1,1,1,0,1,12,0,647.08,5
11,48,1,1,1,1,1,0,1,12,0,654.535,6
12,49,1,1,1,1,1,0,1,12,0,668.211,7
13,48,0,1,0,0,1,0,0,12,0,668.711,1
14,50,0,1,0,0,1,0,0,12,0,674.524,2
15,48,0,1,0,0,1,0,0,12,0,685.646,3
16,47,0,1,0,0,1,0,0,12,0,695.655,4
17,48,0,1,0,0,1,0,0,12,0,704.752,5
18,48,0,1,0,0,1,0,0,12,0,709.34,6
19,47,0,1,0,0,1,0,0,12,0,713.09,7
12,49,0,0,1,1,0,1,0,16,0,655.108,1
13,49,0,0,1,1,0,1,0,16,0,655.108,2
14,50,0,0,1,1,0,1,0,16,0,680.239,3
15,49,0,0,1,1,0,1,0,16,0,685.646,4
16,50,0,0,1,1,0,1,0,16,0,686.693,5
17,46,0,0,1,1,0,1,0,16,0,700.307,6
18,47,0,0,1,1,0,1,0,16,0,713.09,7
3,33,1,0,0,1,1,0,1,14,0,618.826,1
4,50,1,0,0,1,1,0,1,14,0,660.665,2
5,37,1,0,0,1,1,0,1,14,0,668.461,3
6,42,1,0,0,1,1,0,1,14,0,676.849,4
7,32,1,0,0,1,1,0,1,14,0,686.066,5
8,47,1,0,0,0,1,0,1,14,0,696.602,6
9,48,1,0,0,0,1,0,1,14,0,700.307,7
35,50,0,0,1,1,1,0,0,15,0,626.34,1
36,50,0,0,1,1,1,0,0,15,0,629.157,2
37,50,0,0,1,1,1,0,0,15,0,639.693,3
38,50,0,0,1,1,1,0,0,15,0,639.693,4
39,50,0,0,1,1,1,0,0,15,0,657.786,5
40,50,0,0,1,1,1,0,0,15,0,662.007,6
41,50,0,0,1,1,1,0,0,15,0,668.461,7
22,48,0,0,0,1,1,0,0,12,0,655.108,1
23,47,0,0,0,1,1,0,0,12,0,668.461,2
24,47,0,0,0,1,1,0,0,12,0,655.108,3
25,47,0,0,0,1,1,0,0,12,0,682.871,4
26,47,0,0,0,1,1,0,0,12,0,680.239,5
27,47,0,0,0,1,1,0,0,12,0,713.648,6
28,47,0,0,1,0,1,0,0,12,0,718.311,7
10,39,1,0,1,1,0,1,0,12,1,593.225,1
11,39,1,0,1,1,0,1,0,12,1,619.644,2
12,41,1,0,1,1,0,1,0,12,1,623.637,3
13,37,0,0,1,1,0,1,0,12,1,630.992,4
14,37,0,0,1,1,0,1,1,12,1,644.254,5
15,36,1,0,1,1,0,1,0,12,1,610.925,6
16,36,1,0,1,1,0,1,0,12,1,621.461,7
31,48,0,1,0,1,1,0,0,10,0,662.007,1
32,48,1,1,0,1,1,0,0,10,0,668.461,2
33,48,1,1,0,1,1,0,1,10,0,673.34,3
34,49,1,1,0,1,1,0,1,10,0,681.892,4
35,48,1,1,0,1,1,0,0,10,0,687.213,5
36,50,1,1,0,1,1,0,0,10,0,696.602,6
37,49,1,1,0,1,1,0,0,10,0,704.316,7
38,49,1,1,0,1,1,0,0,15,0,642.162,1
39,48,1,1,0,1,1,0,0,15,0,647.697,2
40,48,0,1,0,1,1,0,0,15,0,655.108,3
41,48,0,1,0,1,1,0,0,15,0,668.461,4
42,48,0,1,0,1,1,0,0,15,0,668.461,5
43,48,1,1,0,1,1,0,0,15,0,680.239,6
44,48,0,1,0,1,1,0,0,15,0,690.776,7
35,45,0,0,0,1,1,0,0,17,0,675.926,1
36,36,0,0,0,1,1,0,0,17,0,681.344,2
37,36,0,0,0,1,1,0,0,17,0,686.693,3
38,35,0,0,0,1,1,0,0,17,0,685.118,4
39,35,0,0,0,1,1,0,0,17,0,694.89,5
40,35,0,0,0,1,1,0,0,17,0,706.476,6
41,36,0,0,0,1,1,0,0,17,0,711.477,7
38,46,1,1,0,1,1,0,0,11,0,688.959,1
39,49,1,1,0,1,1,0,1,11,0,690.575,2
40,43,1,1,0,1,1,0,0,11,0,690.776,3
41,48,1,1,0,1,1,0,1,11,0,700.307,4
42,47,1,1,0,1,1,0,1,11,0,713.09,5
43,48,1,1,0,1,1,0,1,11,0,710.824,6
44,47,1,1,0,1,1,0,0,11,0,709.008,7
36,30,1,0,1,1,0,1,0,12,1,561.313,1
37,48,1,0,1,1,0,1,0,12,1,582.008,2
38,49,1,0,1,1,0,1,0,12,1,576.205,3
39,46,1,0,1,1,0,1,0,12,1,589.99,4
40,47,1,0,1,1,0,1,0,12,1,595.842,5
41,46,1,0,1,1,0,1,0,12,1,617.379,6
42,48,1,0,1,1,0,1,0,12,1,610.256,7
6,49,1,0,0,1,1,0,1,12,0,644.572,1
7,47,1,0,0,1,1,0,1,12,0,662.007,2
8,50,1,0,0,1,1,0,1,12,0,659.987,3
9,46,1,0,0,1,1,0,1,12,0,663.332,4
10,48,1,0,0,1,1,0,1,12,0,683.518,5
11,48,1,0,0,1,1,0,1,12,0,699.942,6
12,48,1,0,0,1,1,0,1,12,0,690.776,7
35,50,1,1,1,0,1,0,0,5,0,633.328,1
36,51,1,1,1,0,1,0,0,5,0,585.793,2
37,51,1,1,1,0,1,0,0,5,0,639.526,3
38,50,1,1,1,0,1,0,0,5,0,610.925,4
39,43,1,1,1,0,1,0,0,5,0,610.925,5
40,51,1,1,1,0,1,0,0,5,0,610.925,6
41,49,1,1,1,0,1,0,0,5,0,639.693,7
24,42,0,0,1,1,1,1,0,16,0,639.526,1
25,50,0,0,1,1,1,1,0,16,0,643.615,2
26,47,0,0,1,1,1,1,0,16,0,649.224,3
27,45,0,0,1,1,1,1,0,16,0,673.102,4
28,49,0,0,1,1,1,1,0,16,0,674.524,5
29,46,0,0,1,1,1,1,0,16,0,704.229,6
30,48,0,0,1,1,1,1,0,16,0,709.008,7
28,50,0,1,1,0,1,0,0,14,0,630.992,1
29,49,1,0,1,0,1,0,0,14,0,653.669,2
30,50,1,0,1,0,1,0,0,14,0,646.147,3
31,48,1,0,1,0,1,0,0,14,0,657.925,4
32,52,0,0,1,0,1,0,0,14,0,689.77,5
33,50,0,0,1,0,1,0,0,14,0,642.487,6
34,47,1,0,1,0,1,0,0,14,0,691.473,7
4,49,1,0,1,1,1,0,0,12,0,665.286,1
5,52,0,0,1,1,1,0,0,12,0,677.422,2
6,52,0,0,1,1,1,0,0,12,0,690.776,3
7,50,0,0,1,1,1,0,0,12,0,696.885,4
8,51,0,0,1,1,1,0,0,12,0,696.224,5
9,50,0,0,1,1,1,0,0,12,0,710.824,6
10,50,0,0,1,1,1,0,0,12,0,739.326,7
9,49,1,0,0,1,0,1,1,12,0,598.645,1
10,49,1,0,0,1,0,1,1,12,0,595.584,2
11,49,1,0,0,1,0,1,1,12,0,618.415,3
12,48,1,0,0,1,0,1,1,12,0,619.236,4
13,47,1,0,0,1,0,1,1,12,0,662.539,5
14,47,1,0,0,1,0,1,1,12,0,662.007,6
15,47,1,0,0,1,0,1,1,12,0,680.239,7
9,51,0,0,0,0,0,1,0,12,0,588.332,1
10,50,0,0,0,0,0,1,0,12,0,588.61,2
11,49,0,0,0,0,0,1,0,12,0,593.489,3
12,48,0,0,0,0,0,1,0,12,0,607.993,4
13,49,0,0,0,0,0,1,0,12,0,607.993,5
14,47,0,0,0,0,0,1,0,12,0,608.222,6
15,48,0,0,0,0,0,1,0,12,0,626.34,7
28,23,0,0,0,1,1,0,1,12,0,657.647,1
29,42,0,0,0,1,1,0,1,12,0,666.441,2
30,47,0,0,0,1,1,0,1,12,0,673.697,3
31,47,0,0,0,1,1,0,1,12,0,680.793,4
32,47,0,0,0,1,1,0,1,12,0,680.793,5
33,47,0,0,0,1,1,0,1,12,0,691.771,6
34,47,0,0,0,1,1,0,1,12,0,704.141,7
7,48,0,0,0,1,1,0,0,17,0,690.575,1
8,48,0,0,0,1,1,0,0,17,0,690.575,2
9,49,0,0,0,1,1,0,0,17,0,724.566,3
10,48,0,1,0,1,1,0,0,17,0,737.776,4
11,49,0,1,0,1,1,0,0,17,0,747.307,5
12,48,0,1,0,1,1,0,0,17,0,757.558,6
13,49,0,1,0,1,1,0,0,17,0,767.322,7
31,48,0,1,0,1,1,0,0,9,0,645.52,1
32,48,0,1,0,1,1,0,0,9,0,655.82,2
33,47,0,1,0,1,1,0,0,9,0,666.313,3
34,48,0,1,0,1,1,0,1,9,0,684.588,4
35,48,0,1,0,1,1,0,0,9,0,692.56,5
36,48,0,1,0,1,1,0,0,9,0,713.648,6
37,47,0,1,0,1,1,0,0,9,0,727.031,7
27,45,0,1,0,1,1,0,0,12,0,690.575,1
28,47,0,1,0,1,1,0,0,12,0,690.575,2
29,46,0,1,0,1,1,0,1,12,0,718.539,3
30,46,0,1,0,1,1,0,0,12,0,724.423,4
31,46,0,1,0,1,1,0,0,12,0,731.122,5
32,45,0,1,0,1,1,0,0,12,0,737.588,6
33,43,0,1,0,1,1,0,0,12,0,719.519,7
19,49,0,0,0,1,1,0,0,17,0,690.575,1
20,46,0,1,0,1,1,0,0,17,0,690.575,2
21,50,0,0,0,1,0,0,0,17,0,760.09,3
22,47,0,0,0,1,0,0,0,17,0,771.869,4
23,50,0,1,0,1,1,0,0,17,0,774.066,5
24,49,0,1,0,1,1,0,0,17,0,760.09,6
25,48,0,1,0,1,1,0,0,17,0,768.11,7
17,49,0,1,0,1,1,0,1,11,1,616.331,1
18,50,0,1,0,1,1,0,1,11,1,630.992,2
19,50,0,1,0,1,1,0,1,11,1,630.445,3
20,50,0,1,0,1,1,0,1,11,1,662.007,4
21,49,0,1,0,1,1,0,1,11,1,647.697,5
22,49,0,1,0,1,1,0,1,11,1,655.108,6
23,49,0,1,0,1,1,0,1,11,1,647.697,7
22,38,0,0,0,1,1,0,1,17,0,690.575,1
23,44,0,0,0,1,1,0,1,17,0,690.575,2
24,42,0,0,0,1,1,0,1,17,0,657.925,3
25,37,0,0,0,1,1,0,1,17,0,704.752,4
26,39,0,0,0,1,1,0,1,17,0,709.008,5
27,36,0,0,0,1,1,0,1,17,0,732.251,6
28,40,0,0,0,1,1,0,1,17,0,731.322,7
18,38,0,0,0,0,1,0,0,17,0,677.422,1
19,39,0,0,0,0,1,0,0,17,0,688.755,2
20,36,0,0,0,0,1,0,0,17,0,690.776,3
21,37,0,0,0,0,1,0,0,17,0,696.508,4
22,39,0,0,0,0,1,0,0,17,0,695.655,5
23,39,0,0,0,0,1,0,0,17,0,719.669,6
24,36,0,0,0,0,1,0,0,17,0,713.09,7
27,48,0,1,1,1,1,0,0,16,0,690.575,1
28,47,0,1,1,1,1,0,0,16,0,690.575,2
29,49,0,1,1,1,1,0,0,16,0,784.385,3
30,48,0,1,1,1,1,0,0,16,0,793.737,4
31,48,0,1,1,1,1,0,0,16,0,810.168,5
32,35,0,1,1,1,1,0,0,16,0,791.936,6
33,25,0,1,1,1,0,0,0,16,0,802.027,7
3,51,1,0,1,1,1,0,0,12,0,613.988,1
4,49,0,0,1,1,1,0,0,12,0,656.667,2
5,50,0,0,1,1,1,0,0,12,0,665.157,3
6,50,0,0,1,1,1,0,0,12,0,683.303,4
7,49,0,0,1,1,1,0,0,12,0,697.167,5
8,48,0,0,1,1,1,0,0,12,0,707.834,6
9,49,0,0,1,1,1,0,0,12,0,719.669,7
37,40,1,0,1,1,1,0,1,11,0,655.108,1
38,38,1,0,1,1,1,0,1,11,0,668.711,2
39,46,1,0,1,1,1,0,0,11,0,675.227,3
40,46,1,0,1,1,1,0,1,11,0,681.344,4
41,46,1,0,1,1,1,0,1,11,0,696.035,5
42,44,0,0,1,1,1,0,1,11,0,702.019,6
43,43,1,0,1,1,1,0,1,11,0,708.171,7
23,49,1,1,0,0,1,0,0,8,0,592.693,1
24,49,1,1,0,0,1,0,0,8,0,599.146,2
25,48,1,1,0,0,1,0,1,8,0,657.368,3
26,51,1,1,0,0,1,0,1,8,0,666.568,4
27,47,1,1,0,0,1,0,1,8,0,669.703,5
28,44,1,1,0,0,1,0,1,8,0,682.002,6
29,50,1,1,0,0,1,0,1,8,0,694.505,7
5,50,0,0,1,1,1,0,0,14,0,643.775,1
6,49,0,0,1,1,1,0,0,14,0,657.368,2
7,49,0,0,1,1,1,0,0,14,0,665.286,3
8,48,0,0,1,1,1,0,0,14,0,682.655,4
9,49,0,0,1,1,1,0,0,14,0,690.776,5
10,48,0,0,1,1,1,0,0,14,0,703.615,6
11,48,0,0,1,1,1,0,0,14,0,704.229,7
30,47,0,1,0,1,1,0,0,17,0,690.575,1
31,48,0,1,0,1,1,0,0,17,0,690.575,2
32,45,0,1,0,1,1,0,0,17,0,816.052,3
33,47,0,1,0,1,1,0,0,17,0,800.637,4
34,47,0,1,0,1,1,0,0,17,0,805.516,5
35,47,0,1,0,1,1,0,0,17,0,794.591,6
36,47,0,1,0,1,1,0,0,17,0,798.31,7
21,49,1,1,0,1,1,0,1,12,,650.429,1
22,47,1,1,0,1,1,0,1,12,1,655.108,2
23,48,1,1,0,1,1,0,1,12,1,664.509,3
24,49,1,1,0,1,1,0,1,12,1,664.639,4
25,49,1,1,0,1,1,0,1,12,1,690.776,5
26,46,1,1,0,1,1,0,1,12,1,701.392,6
27,,1,1,0,1,1,0,1,12,1,709.008,7
7,47,0,0,1,1,1,0,0,12,0,576.832,1
8,50,0,0,1,1,1,0,0,12,0,589.99,2
9,50,1,0,1,1,1,0,1,12,0,660.8,3
10,51,1,0,1,1,,0,1,12,0,684.588,4
11,49,1,0,1,1,1,0,0,12,0,608.677,5
12,51,1,0,0,0,1,0,0,12,0,630.992,6
13,51,1,0,0,0,1,0,0,12,0,630.992,7
4,50,1,1,0,1,1,0,0,12,0,639.024,1
5,50,1,1,0,1,1,0,0,12,0,649.072,2
6,50,1,1,0,1,1,0,0,12,0,661.874,3
7,50,1,1,0,1,1,0,0,12,0,680.572,4
